tweet_id	tweet_datetime	tweet_unixtime	artist_name	track_title	country
921	2012-01-20 13:37:06	1327063026	Feist	Tout doucement	ID
248	2012-03-29 03:13:48	1332983628	Fiona Apple	Across the Universe	ID
749	2012-03-29 04:31:35	1332988295	Frankie J	More Than Words	ID
736	2012-02-09 02:51:21	1328752281	Geisha	Pergi saja	ID
603	2012-02-09 02:27:06	1328750826	IU	Someday	ID
612	2012-08-01 14:29:42	1343824182	John Legend	Someday	ID
617	2012-03-29 04:08:22	1332986902	Justin Bieber	Boyfriend	ID
150	2012-07-30 14:35:39	1343651739	Justin Bieber	Boyfriend	ID
729	2012-03-29 04:28:44	1332988124	Katy Perry	The One That Got Away	ID
164	2012-07-30 14:39:39	1343651979	Katy Perry	Not Like the Movies	ID
830	2012-08-01 15:26:57	1343827617	Katy Perry	Wide Awake	ID
932	2012-02-09 03:29:23	1328754563	Kotak	Masih Cinta	ID
601	2012-02-09 02:26:57	1328750817	Kylie	Come Into My World	ID
77	2012-07-30 14:18:10	1343650690	Lady GaGa	Just Dance	ID
681	2012-08-01 14:43:24	1343825004	Lady GaGa	Judas	ID
769	2012-02-09 02:58:38	1328752718	Lenny Kravitz	Stand by My Woman	ID
107	2012-02-09 01:06:48	1328746008	Lifehouse	Blind	ID
860	2012-08-01 15:32:10	1343827930	Linkin Park	Burning in the Skies	ID
589	2012-02-09 02:25:36	1328750736	LMFAO	Sexy and I know it	ID
647	2012-02-09 02:36:33	1328751393	LMFAO	Party Rock Anthem	ID
1004	2012-02-09 03:44:26	1328755466	Luther Vandross	Dance With My Father	ID
217	2012-07-30 14:55:30	1343652930	M2M	Pretty Boy	ID
88	2012-07-30 14:22:33	1343650953	Muse	House of the Rising Sun	ID
166	2012-07-30 14:41:08	1343652068	Naif	Tidurlah	ID
608	2012-08-01 14:29:03	1343824143	NO F-X	The Decline	ID
354	2012-02-09 01:48:32	1328748512	One Direction	One Thing	ID
160	2012-02-09 01:15:25	1328746525	Padi	Menanti Sebuah Jawaban	ID
516	2012-02-09 02:13:26	1328750006	Paramore	In the Mourning	ID
220	2012-02-09 01:26:34	1328747194	peterpan	Melawan Dunia	ID
129	2012-07-30 14:32:24	1343651544	peterpan	Kisah Cintaku	ID
734	2012-08-01 14:57:02	1343825822	peterpan	Kota Mati	ID
761	2012-08-01 15:03:32	1343826212	peterpan	Mungkin Nanti	ID
784	2012-08-01 15:12:56	1343826776	peterpan	Ku Katakan Dengan Indah	ID
857	2012-08-01 15:31:54	1343827914	Queen	Mustapha	ID
169	2012-07-30 14:42:34	1343652154	Radiohead	Creep	ID
900	2012-08-01 15:40:02	1343828402	Rammstein	Engel	ID
298	2012-03-29 03:21:16	1332984076	Ratu	Dear Diary	ID
268	2012-03-29 03:15:45	1332983745	Rebecca Black	Friday	ID
67	2012-03-29 02:33:39	1332981219	Rihanna	Fly	ID
512	2012-03-29 03:50:02	1332985802	Rolling Stones	Paint It Black	ID
917	2012-01-20 13:36:29	1327062989	Secondhand Serenade	Fall for You	ID
874	2012-08-01 15:35:42	1343828142	Secondhand Serenade	Awake	ID
829	2012-03-29 04:43:28	1332989008	Seventeen	Menemukanmu	ID
995	2012-01-20 13:47:52	1327063672	Simple Plan	You Suck At Love	ID
998	2012-01-20 13:47:52	1327063672	Simple Plan	You Suck At Love	ID
58	2012-02-09 01:00:04	1328745604	Skrillex	With You Friends	ID
683	2012-02-09 02:42:30	1328751750	Sky Sailing	Captains of the Sky	ID
861	2012-01-20 13:28:27	1327062507	Sore	Karolina	ID
971	2012-01-20 13:46:02	1327063562	T-ara	Cry Cry	ID
763	2012-08-01 15:04:45	1343826285	T-ara	Cry Cry	ID
780	2012-08-01 15:10:38	1343826638	T-ara	Cry Cry	ID
996	2012-08-01 16:01:13	1343829673	ten2five	Happy Birthday	ID
599	2012-03-29 04:03:40	1332986620	The Beatles	You Like Me Too Much	ID
943	2012-01-20 13:41:36	1327063296	The Click Five	Empty	ID
168	2012-07-30 14:41:11	1343652071	The Cure	Pictures of You	ID
116	2012-07-30 14:29:55	1343651395	The Offspring	OC Guns	ID
565	2012-03-29 03:57:42	1332986262	Train	Marry Me	ID
694	2012-03-29 04:20:59	1332987659	Train	Marry Me	ID
675	2012-08-01 14:41:38	1343824898	Ungu	Selamanya	ID
369	2012-02-09 01:51:47	1328748707	Vierra	Kesepian	ID
708	2012-03-29 04:23:34	1332987814	Westlife	Fragile Heart	ID
95	2012-07-30 14:25:08	1343651108	Westlife	The Easy Way	ID
967	2012-02-09 03:35:27	1328754927	Wiz Khalifa	Roll Up	ID
286	2012-08-01 20:24:22	1343845462	Wiz Khalifa	Payphone	ID
850	2012-08-01 15:30:24	1343827824	Yiruma	Kiss the Rain	ID
70	2012-07-30 14:17:10	1343650630	YUI	Tomorrow's way	ID
692	2012-08-01 14:46:38	1343825198	Supertramp	Dreamer	IE
198	2012-03-29 03:02:20	1332982940	Deadmau5	Strobe	IN
853	2012-07-23 16:24:39	1343053479	OneRepublic	Apologize	IN
524	2012-08-01 21:23:04	1343848984	A Day to Remember	If It Means a Lot to You	IT
41	2012-07-30 14:09:45	1343650185	Skyzoo	Designer Drugs	IT
426	2012-08-01 21:00:47	1343847647	The Vaccines	Lonely World	IT
627	2012-08-01 14:34:52	1343824492	Police, The	Walking on the Moon	JP
28	2012-02-09 00:50:47	1328745047	Sia	Titanium	KE
178	2012-03-29 02:58:40	1332982720	Lloyd	Sabotage	KR
901	2012-01-20 13:33:39	1327062819	Amber Pacific	You're Only Young Once	KW
818	2012-02-09 03:07:07	1328753227	J. Cole	Nobody's Perfect	KY
988	2012-08-01 15:58:27	1343829507	Birdy	Skinny Love	MA
529	2012-08-01 21:24:02	1343849042	Rohff	Testament	MA
832	2012-08-01 15:27:50	1343827670	Black Squirrel (Broken, Beat & Scarred).mp3	One	MV
740	2012-08-01 14:58:27	1343825907	30 Seconds to Mars	Battle of One	MX
776	2012-08-01 15:07:17	1343826437	Bom Gosto	Curtindo a Vida	MX
232	2012-02-09 01:28:37	1328747317	Cerati	Crimen	MX
473	2012-02-09 02:05:46	1328749546	Coldplay	Paradise	MX
843	2012-08-01 15:28:51	1343827731	Coldplay	Talk	MX
902	2012-08-01 15:40:38	1343828438	DO	Love Me	MX
823	2012-03-29 04:42:25	1332988945	Don	Ella y yo	MX
437	2012-02-09 02:00:00	1328749200	Dream Theater	Voices	MX
518	2012-02-09 02:13:41	1328750021	Dream Theater	The Mirror	MX
541	2012-02-09 02:18:11	1328750291	Dream Theater	Lie	MX
20	2012-02-09 00:47:26	1328744846	Edgar Oceransky	Kilometros de cielo	MX
295	2012-02-09 01:39:36	1328747976	Foster The People	Houdini	MX
663	2012-08-01 14:40:16	1343824816	Gorillaz	On Melancholy Hill	MX
645	2012-08-01 14:38:20	1343824700	Jaguares	Te lo pido por favor	MX
744	2012-03-29 04:31:14	1332988274	Jorge Drexler	Soledad	MX
602	2012-03-29 04:04:24	1332986664	Judas Priest	Electric Eye	MX
810	2012-08-01 15:20:38	1343827238	Linkin Park	What I've Done	MX
685	2012-03-29 04:19:26	1332987566	Los Concorde	Contigo	MX
759	2012-08-01 15:03:30	1343826210	Los Fabulosos Cadillacs	Gallo rojo	MX
316	2012-08-01 20:30:56	1343845856	Maroon 5	Sad	MX
